-239;103;-156;1727287902388;world
-243;94;-45;1727361860601;world
-273;103;-160;1727288876543;world
-273;103;-158;1727288859154;world
-273;103;-159;1727288868063;world
-273;103;-156;1727288833138;world
-273;103;-157;1727288838482;world
-258;96;-45;1727366303285;world
-240;103;-158;1727287911791;world
-240;103;-157;1727287896789;world
-240;103;-160;1727287913091;world
-240;103;-159;1727287912890;world
-240;103;-156;1727287899891;world
-274;103;-159;1727288869290;world
-274;103;-160;1727288873043;world
-274;103;-157;1727288853437;world
-274;103;-158;1727288857386;world
-274;103;-156;1727288833685;world
-241;103;-160;1727287913253;world
-241;103;-158;1727287917090;world
-241;103;-159;1727287916892;world
-241;103;-156;1727287901906;world
-241;103;-157;1727287894861;world
