-252;82;-112;1727193923756;world
-252;82;-110;1727193934616;world
-252;82;-111;1727193922168;world
-275;103;-160;1727288875335;world
-206;106;-3;1727114400490;world
-275;103;-158;1727288859558;world
-275;103;-159;1727288868394;world
-248;87;-7;1726952999651;world
-275;103;-156;1727288834387;world
-247;89;-7;1726952975598;world
-275;103;-157;1727288837959;world
-289;103;-10;1727016617854;world
-293;95;-42;1726858269198;world
-292;97;-42;1726858268545;world
-289;102;-6;1727016619209;world
-285;111;-31;1727037622263;world
-285;111;-28;1727037624597;world
-263;89;-7;1726953124121;world
-285;111;-22;1727037867747;world
-207;104;-11;1727118292092;world
-252;81;-111;1727193921662;world
-252;81;-110;1727193934140;world
-242;103;-159;1727287915542;world
-206;105;-3;1727113757485;world
-242;103;-160;1727287913438;world
-247;88;-7;1726952969697;world
-242;103;-157;1727287896292;world
-246;90;-7;1726952974849;world
-242;103;-158;1727287915741;world
-292;97;-47;1726858279097;world
-259;67;-111;1727194630221;world
-242;103;-156;1727287900339;world
-293;95;-47;1726858277246;world
-293;131;-136;1727189591184;world
-289;102;-10;1727016614558;world
-292;96;-42;1726858267847;world
-289;101;-6;1727016618959;world
-285;110;-31;1727037621763;world
-263;88;-7;1726953102168;world
-285;110;-28;1727037623996;world
-262;90;-7;1726953124920;world
-207;103;-11;1727118292843;world
-285;110;-22;1727037867297;world
-206;108;-3;1727114437781;world
-253;82;-111;1727193991713;world
-252;84;-111;1727194152636;world
-276;103;-159;1727288868936;world
-276;103;-160;1727289132267;world
-248;89;-7;1726952975795;world
-276;103;-157;1727288854084;world
-276;103;-158;1727288856986;world
-249;87;-7;1726953001450;world
-276;103;-156;1727288837259;world
-294;96;-47;1726858276594;world
-268;103;-159;1727288870490;world
-268;103;-160;1727288871842;world
-294;96;-42;1726858269844;world
-268;103;-157;1727288840093;world
-294;95;-42;1726858269498;world
-289;104;-6;1727202776392;world
-235;103;-157;1727287907555;world
-235;103;-156;1727287906411;world
-264;89;-7;1726953123920;world
-278;95;-50;1726860435554;world
-278;95;-48;1726860424598;world
-209;102;-11;1727118298344;world
-252;83;-111;1727193927508;world
-206;107;-3;1727114400990;world
-253;81;-111;1727193991274;world
-243;103;-160;1727287913656;world
-247;90;-7;1726952974649;world
-243;103;-158;1727287915204;world
-243;103;-159;1727287915358;world
-243;103;-156;1727287904910;world
-248;88;-7;1726952969895;world
-243;103;-157;1727287895307;world
-294;95;-47;1726858276448;world
-293;97;-47;1726858427661;world
-289;104;-9;1727016586999;world
-235;103;-159;1727287907943;world
-289;104;-10;1727202768090;world
-235;103;-158;1727287907814;world
-293;97;-42;1726858433756;world
-289;104;-7;1727016587548;world
-289;104;-8;1727016587254;world
-235;103;-160;1727287908106;world
-289;103;-6;1727016619752;world
-263;90;-7;1726953129517;world
-278;94;-50;1726860387753;world
-264;88;-7;1726953101966;world
-278;94;-48;1726860388206;world
-278;94;-49;1726860387954;world
-206;110;-3;1727116290193;world
-277;103;-160;1727289133466;world
-277;103;-158;1727289123513;world
-277;103;-159;1727289124367;world
-250;87;-7;1726953001201;world
-210;102;-3;1727113714431;world
-277;103;-156;1727289113714;world
-249;89;-7;1726952976050;world
-277;103;-157;1727289122671;world
-269;103;-160;1727288877743;world
-269;103;-158;1727288860506;world
-292;101;-10;1727016612909;world
-269;103;-159;1727288866565;world
-269;103;-156;1727288830744;world
-269;103;-157;1727288839387;world
-260;104;-162;1727282942993;world
-236;103;-156;1727287898841;world
-265;89;-6;1726953099671;world
-278;97;-50;1726860437258;world
-279;95;-51;1726860444206;world
-265;89;-4;1726953100012;world
-260;104;-154;1727282907889;world
-265;89;-5;1726953099819;world
-209;104;-11;1727118295993;world
-265;89;-2;1726953097213;world
-265;89;-3;1726953097065;world
-279;95;-47;1726860416605;world
-252;86;-111;1727194154985;world
-206;109;-3;1727114448832;world
-244;103;-159;1727287914008;world
-244;103;-160;1727287913856;world
-249;88;-7;1726952971344;world
-244;103;-157;1727287895855;world
-248;90;-7;1726952974345;world
-294;97;-47;1726858278597;world
-244;103;-156;1727287900906;world
-295;95;-47;1726858275947;world
-236;103;-158;1727287908658;world
-236;103;-157;1727287897641;world
-295;95;-42;1726858271048;world
-236;103;-160;1727287908307;world
-294;97;-42;1726858269997;world
-236;103;-159;1727287908504;world
-268;103;-156;1727288829861;world
-278;96;-50;1726860436852;world
-279;94;-51;1726860387454;world
-264;90;-7;1726953124368;world
-278;96;-48;1726860424952;world
-265;88;-5;1726953099067;world
-265;88;-6;1726953098912;world
-265;88;-3;1726953096716;world
-279;94;-47;1726860405805;world
-265;88;-4;1726953099268;world
-265;88;-2;1726953096863;world
-252;85;-111;1727194153936;world
-209;103;-11;1727118297243;world
-210;104;-3;1727113715380;world
-245;104;-160;1727283034539;world
-250;89;-7;1726952976297;world
-248;94;-34;1727022951533;world
-248;94;-35;1727022951285;world
-251;87;-7;1726953000947;world
-245;104;-156;1727283035198;world
-297;94;-47;1726858019665;world
-248;94;-32;1727022953590;world
-296;96;-47;1726858275242;world
-270;103;-159;1727288870043;world
-292;103;-10;1727016613557;world
-270;103;-160;1727288872190;world
-296;96;-42;1726858272245;world
-270;103;-157;1727288840288;world
-270;103;-158;1727288858138;world
-297;94;-42;1726858012514;world
-292;103;-6;1727016609451;world
-260;107;-162;1727283532901;world
-270;103;-156;1727288831634;world
-280;95;-52;1726860445358;world
-279;97;-51;1726860444562;world
-260;106;-154;1727283558198;world
-206;112;-3;1727116487237;world
-252;88;-111;1727194156535;world
-280;131;-136;1727189597374;world
-210;103;-3;1727113714881;world
-249;90;-7;1726952974146;world
-250;88;-7;1726952970247;world
-296;95;-47;1726858274852;world
-295;97;-47;1726858428112;world
-237;103;-160;1727287909941;world
-292;102;-10;1727016613110;world
-295;97;-42;1726858433160;world
-237;103;-157;1727287909540;world
-237;103;-156;1727287905856;world
-292;102;-6;1727016609001;world
-260;106;-162;1727283532496;world
-237;103;-159;1727287909740;world
-296;95;-42;1726858272046;world
-237;103;-158;1727287911039;world
-292;101;-6;1727016608750;world
-260;105;-162;1727283532048;world
-280;94;-52;1726860384003;world
-279;96;-51;1726860444405;world
-280;94;-53;1726860738596;world
-265;90;-5;1726953100728;world
-265;90;-6;1726953100516;world
-265;90;-3;1726953097418;world
-265;90;-4;1726953100866;world
-260;105;-154;1727283557797;world
-280;94;-46;1726860407103;world
-265;90;-2;1726953097565;world
-252;87;-111;1727194155785;world
-206;111;-3;1727116342583;world
-294;101;-19;1727202656541;world
-245;106;-160;1727283394483;world
-210;106;-3;1727114407542;world
-252;87;-7;1726953000748;world
-249;94;-35;1727022927180;world
-251;89;-7;1726952976549;world
-249;94;-36;1727022927484;world
-245;106;-156;1727283388494;world
-297;96;-47;1726858230641;world
-249;94;-33;1727022926587;world
-246;104;-154;1727282925040;world
-249;94;-34;1727022926783;world
-297;96;-45;1726858302748;world
-249;94;-31;1727022928380;world
-271;103;-160;1727288877292;world
-297;96;-46;1726858301597;world
-249;94;-32;1727022926233;world
-294;101;-12;1727202674094;world
-297;96;-43;1726858304446;world
-271;103;-158;1727288858734;world
-271;103;-159;1727288867043;world
-271;103;-156;1727288832039;world
-297;96;-42;1726858228542;world
-271;103;-157;1727288838943;world
-256;97;-47;1727366234112;world
-280;97;-52;1726860445703;world
-281;94;-19;1727018867481;world
-260;108;-154;1727283559550;world
-281;94;-15;1727018864870;world
-281;131;-137;1727189596872;world
-252;90;-111;1727194158285;world
-281;131;-135;1727189598621;world
-206;114;-3;1727116787329;world
-246;104;-162;1727282946188;world
-245;105;-160;1727283394091;world
-210;105;-3;1727113758885;world
-248;95;-35;1727022956735;world
-251;88;-7;1726952970948;world
-245;105;-156;1727283388087;world
-250;90;-7;1726952973946;world
-296;97;-47;1726858275396;world
-297;95;-46;1726858274102;world
-238;103;-160;1727287910091;world
-297;95;-47;1726858230244;world
-248;95;-32;1727022956184;world
-238;103;-159;1727287910304;world
-292;104;-8;1727016586104;world
-297;95;-45;1726858273947;world
-292;104;-9;1727016585798;world
-297;95;-42;1726858227642;world
-260;108;-162;1727283533494;world
-238;103;-156;1727287899390;world
-297;95;-43;1726858273496;world
-296;97;-42;1726858272795;world
-292;104;-7;1727016586354;world
-238;103;-158;1727287910489;world
-238;103;-157;1727287897189;world
-280;96;-52;1726860445505;world
-281;94;-52;1726860383258;world
-260;107;-154;1727283558646;world
-252;89;-111;1727194157238;world
-206;113;-3;1727116786829;world
-252;89;-7;1726952972498;world
-250;94;-36;1727022866380;world
-249;96;-35;1727022934286;world
-250;94;-37;1727022882079;world
-245;108;-156;1727283390535;world
-250;94;-34;1727022865979;world
-253;87;-6;1726953996648;world
-246;106;-154;1727283109749;world
-250;94;-35;1727022866136;world
-249;96;-34;1727022933687;world
-297;98;-45;1726858587326;world
-250;94;-32;1727022865582;world
-297;98;-46;1726858587024;world
-250;94;-33;1727022865779;world
-249;96;-32;1727022931082;world
-251;95;-127;1727193613824;world
-294;103;-12;1727202672693;world
-297;98;-43;1726858587832;world
-295;101;-10;1727016793033;world
-253;87;-2;1726954000203;world
-272;103;-159;1727288869641;world
-297;98;-44;1726858587530;world
-250;94;-31;1727022872929;world
-272;103;-160;1727288872641;world
-272;103;-157;1727288852965;world
-272;103;-158;1727288857782;world
-295;101;-6;1727016796234;world
-272;103;-156;1727288832636;world
-281;97;-52;1726860446409;world
-281;96;-19;1727018868233;world
-282;95;-52;1726860446907;world
-290;111;-26;1727119727481;world
-281;96;-15;1727018865970;world
-290;111;-23;1727035081650;world
-206;116;-3;1727117627732;world
-282;131;-138;1727189596420;world
-210;108;-3;1727114424831;world
-246;106;-162;1727283102450;world
-282;131;-134;1727189598971;world
-294;103;-19;1727202654590;world
-245;108;-160;1727283395640;world
-294;102;-19;1727202656190;world
-251;90;-7;1726952973550;world
-245;107;-156;1727283388902;world
-297;97;-48;1726858354755;world
-249;95;-34;1727022933334;world
-252;88;-7;1726952970797;world
-249;95;-35;1727022934089;world
-297;97;-46;1726858305550;world
-249;95;-32;1727022930182;world
-251;94;-127;1727193613642;world
-294;102;-12;1727202674843;world
-297;97;-47;1726858231192;world
-249;95;-33;1727022933030;world
-246;105;-154;1727283109253;world
-239;103;-159;1727287911390;world
-239;103;-158;1727287912691;world
-239;103;-160;1727287911590;world
-239;103;-157;1727287894411;world
