-206;114;1;1727116784879;world
-210;106;1;1727114405341;world
-264;87;11;1727018167600;world
-206;106;1;1727114402991;world
-263;89;11;1727018173819;world
-260;87;11;1727018168510;world
-259;89;11;1727018175459;world
-207;103;9;1727118270889;world
-251;88;11;1727018192704;world
-250;90;11;1727018197154;world
-255;88;16;1727023723357;world
-247;88;11;1727018193507;world
-246;90;11;1727018195208;world
-210;114;1;1727116798286;world
-206;113;1;1727116784379;world
-210;105;1;1727113760235;world
-263;88;11;1727018173306;world
-262;90;11;1727018171455;world
-206;105;1;1727113756231;world
-259;88;11;1727018169063;world
-258;90;11;1727018184406;world
-259;87;11;1727018168857;world
-207;102;9;1727118272290;world
-198;104;0;1727118282641;world
-250;89;11;1727018197306;world
-210;121;1;1727281881831;world
-251;87;11;1727018187909;world
-246;89;11;1727018195355;world
-206;121;1;1727281884538;world
-247;87;11;1727018188704;world
-210;113;1;1727116797837;world
-210;108;1;1727114425780;world
-206;108;1;1727114432531;world
-240;145;41;1727114580848;world
-264;89;11;1727018172506;world
-209;110;9;1727118332131;world
-260;89;11;1727018175911;world
-261;87;11;1727018169957;world
-240;145;47;1727114589840;world
-251;90;11;1727018197656;world
-252;88;11;1727018192505;world
-247;90;11;1727018195704;world
-244;88;6;1727023195258;world
-210;116;1;1727117631591;world
-244;88;8;1727023194405;world
-248;88;11;1727018193257;world
-244;88;7;1727023194604;world
-244;88;10;1727023194009;world
-206;116;1;1727117625832;world
-244;88;9;1727023194157;world
-210;107;1;1727114405791;world
-206;107;1;1727114403443;world
-263;90;11;1727018172058;world
-209;109;9;1727118332732;world
-240;144;41;1727114579738;world
-264;88;11;1727018173105;world
-259;90;11;1727018175006;world
-240;144;47;1727114588769;world
-260;88;11;1727018169256;world
-207;104;9;1727118270189;world
-252;87;11;1727018187705;world
-251;89;11;1727018197814;world
-210;115;1;1727116825835;world
-248;87;11;1727018188553;world
-247;89;11;1727018195859;world
-206;115;1;1727116823884;world
-265;89;6;1727023168054;world
-210;110;1;1727116321079;world
-245;145;41;1727114572832;world
-265;89;8;1727023172204;world
-265;89;7;1727023172405;world
-265;89;10;1727023171857;world
-206;110;1;1727116287542;world
-265;89;9;1727023172002;world
-245;145;47;1727114592539;world
-257;89;6;1727017999237;world
-210;102;1;1727113701290;world
-262;87;11;1727018168056;world
-261;89;11;1727018171208;world
-209;104;9;1727118266238;world
-253;89;6;1727018001140;world
-257;89;10;1727018151752;world
-206;102;1;1727113629430;world
-253;88;6;1727018000743;world
-257;88;10;1727018151507;world
-209;103;9;1727118267489;world
-252;90;11;1727018198167;world
-253;88;10;1727018220308;world
-244;90;6;1727023197661;world
-249;88;11;1727018193064;world
-244;90;8;1727023198462;world
-248;90;11;1727018196156;world
-244;90;7;1727023197305;world
-244;90;10;1727023196610;world
-210;118;1;1727281739525;world
-244;90;9;1727023196807;world
-245;88;11;1727018190613;world
-218;102;0;1727118306745;world
-206;118;1;1727281745431;world
-245;144;41;1727114572185;world
-210;109;1;1727114451632;world
-265;88;7;1727023178058;world
-240;146;41;1727114583288;world
-265;88;6;1727023167707;world
-265;88;9;1727023177605;world
-265;88;8;1727023171304;world
-206;109;1;1727114447381;world
-245;144;47;1727115378084;world
-264;90;11;1727018172258;world
-265;88;10;1727023177452;world
-261;88;11;1727018170202;world
-257;88;6;1727017998885;world
-260;90;11;1727018174768;world
-240;146;47;1727114591139;world
-209;102;9;1727118269240;world
-252;89;11;1727018198305;world
-248;89;11;1727018196306;world
-244;89;7;1727023195459;world
-244;89;6;1727023197956;world
-244;89;9;1727023195857;world
-249;87;11;1727018188305;world
-244;89;8;1727023195657;world
-210;117;1;1727117632033;world
-244;89;10;1727023196007;world
-245;87;11;1727018213609;world
-206;117;1;1727117626233;world
-206;112;1;1727116482287;world
-210;104;1;1727113703190;world
-206;104;1;1727113630431;world
-207;110;9;1727118323329;world
-262;89;11;1727018171804;world
-263;87;11;1727018167905;world
-258;89;11;1727018182812;world
-198;103;0;1727118284091;world
-258;88;11;1727018176502;world
-253;90;10;1727018221157;world
-210;120;1;1727281881331;world
-249;90;11;1727018196655;world
-206;120;1;1727281884086;world
-250;88;11;1727018192857;world
-245;90;11;1727018194655;world
-210;112;1;1727116484286;world
-246;88;11;1727018190465;world
-218;104;0;1727118308095;world
-245;146;41;1727114573438;world
-206;111;1;1727116337381;world
-265;90;7;1727023169206;world
-265;90;6;1727023168905;world
-265;90;9;1727023169705;world
-265;90;8;1727023169503;world
-210;103;1;1727113701790;world
-245;146;47;1727114593940;world
-265;90;10;1727023169956;world
-206;103;1;1727113629630;world
-261;90;11;1727018170906;world
-257;90;6;1727017999634;world
-262;88;11;1727018168256;world
-207;109;9;1727118322880;world
-253;90;6;1727018001737;world
-257;90;10;1727018153151;world
-258;87;11;1727018163260;world
-198;102;0;1727118283591;world
-253;89;10;1727018220663;world
-210;119;1;1727281825275;world
-250;87;11;1727018188060;world
-249;89;11;1727018196862;world
-206;119;1;1727281829988;world
-246;87;11;1727018214917;world
-218;103;0;1727118307144;world
-245;89;11;1727018194852;world
-210;111;1;1727116336381;world
